player,age,current_club,current_league,foot,height,nationality,position,games12,games13,games14,games15,games16,games17,goals12,goals13,goals14,goals15,goals16,goals17,minutes12,minutes13,minutes14,minutes15,minutes16,minutes17,assists12,assists13,assists14,assists15,assists16,assists17
Lucas Boyé,22,Celta de Vigo,ESP - LaLiga,right,183,Argentina  Italy,CF,,6,33,16,33,19,,0,3,1,3,0,,273,1542,1347,1607,240,,0,1,3,2,1
Cristian Tello,26,Real Betis Balompié,ESP - LaLiga,both,178,Spain,W,34,30,37,35,42,24,8,5,8,4,4,6,1631,830,2119,2093,2416,1386,6,5,11,6,8,4
Joel Campbell,25,Real Betis Balompié,ESP - LaLiga,left,178,Costa Rica,W,33,43,33,31,29,4,2,11,1,4,3,1,1889,3185,1832,1696,1246,112,3,11,1,6,4,1
Joaquín,36,Real Betis Balompié,ESP - LaLiga,right,181,Spain,W,45,37,34,32,29,27,8,5,2,1,3,4,3318,2239,2356,2108,1704,2059,10,7,6,5,4,7
Francis Guerrero,22,Real Betis Balompié,ESP - LaLiga,right,175,Spain,W,,,5,29,,15,,,0,1,,0,,,275,2048,,1082,,,0,0,,0
Antonio Sanabria,22,Real Betis Balompié,ESP - LaLiga,right,181,Paraguay,CF,,15,15,30,24,12,,7,7,11,4,7,,876,1095,2272,1650,638,,0,0,1,2,0
Sergio León,29,Real Betis Balompié,ESP - LaLiga,right,176,Spain,CF,6,30,35,42,36,26,5,12,9,23,10,12,417,2092,2355,3544,2665,1864,0,0,2,3,2,1
Rubén Castro,36,Real Betis Balompié,ESP - LaLiga,right,168,Spain,CF,40,34,46,40,47,7,21,13,33,19,20,1,3309,2614,3975,3482,3794,220,8,2,13,2,7,0
Loren Morón,24,Real Betis Balompié,ESP - LaLiga,,185,Spain,CF,,,11,30,,28,,,0,13,,20,,,334,1629,,2424,,,0,0,,0
Pablo Piatti,28,RCD Espanyol Barcelona,ESP - LaLiga,both,163,Argentina  Italy,W,19,29,30,37,31,24,1,7,7,2,10,1,1081,1555,2044,1759,2475,1460,4,5,8,8,12,3
Gerard Moreno,25,RCD Espanyol Barcelona,ESP - LaLiga,left,180,Spain,CF,17,32,39,36,38,34,3,12,16,7,13,15,900,2279,2629,2157,3400,2991,2,7,5,3,4,2
Leo Baptistão,25,RCD Espanyol Barcelona,ESP - LaLiga,right,181,Brazil  Spain,CF,28,33,26,34,22,31,7,3,7,6,6,7,2178,1741,1806,1720,1450,2290,7,4,1,2,7,3
Sergio García,34,RCD Espanyol Barcelona,ESP - LaLiga,right,174,Spain,CF,28,41,41,13,24,28,7,12,15,8,13,2,2401,3614,3567,1131,1916,1293,5,9,11,1,6,4
Jairo Morillas,24,RCD Espanyol Barcelona,ESP - LaLiga,right,187,Spain,CF,1,25,39,24,18,,0,9,18,7,2,,45,1593,2757,1302,795,,0,0,0,2,0,
Zakaria Bakkali,22,Deportivo de La Coruña,ESP - LaLiga,right,168,Belgium  Morocco,W,25,25,5,19,21,19,5,4,1,1,2,0,1884,1165,352,694,399,850,1,0,1,4,1,1
Borja Valle,25,Deportivo de La Coruña,ESP - LaLiga,right,177,Spain,W,6,18,26,30,26,10,0,5,9,6,4,2,271,1400,1936,1961,1739,159,0,0,0,4,1,0
Federico Cartabia,25,Deportivo de La Coruña,ESP - LaLiga,left,170,Argentina  Spain,W,15,40,30,29,17,19,2,3,4,4,3,2,914,2313,2163,1546,872,1342,0,3,5,3,3,1
Carles Gil,25,Deportivo de La Coruña,ESP - LaLiga,left,171,Spain,W,31,35,20,28,24,10,4,1,2,2,1,0,2084,2664,1000,1779,1500,534,0,3,3,3,4,2
Lucas Pérez,29,Deportivo de La Coruña,ESP - LaLiga,left,180,Spain,CF,18,50,21,39,22,27,8,10,6,19,8,5,1605,3555,1554,3342,1038,2123,3,15,3,11,6,5
Florin Andone,24,Deportivo de La Coruña,ESP - LaLiga,right,180,Romania  Spain,CF,,34,30,36,39,24,,12,8,21,12,6,,2845,2297,3223,3021,1503,,0,1,7,3,2
Adrián López,30,Deportivo de La Coruña,ESP - LaLiga,right,183,Spain,CF,46,39,18,23,26,22,4,3,1,5,2,5,2528,1745,723,950,1064,1708,5,5,4,4,1,3
Isaac Success,22,Málaga CF,ESP - LaLiga,right,182,Nigeria,W,,0,38,33,19,4,,0,7,6,1,0,,0,2273,2603,503,102,,0,4,5,1,1
Maxime Lestienne,25,Málaga CF,ESP - LaLiga,left,176,Belgium,W,47,42,31,20,16,15,18,11,1,3,3,3,3258,3461,1378,1042,849,625,13,18,4,10,2,2
Chory Castro,33,Málaga CF,ESP - LaLiga,left,178,Uruguay  Spain,W,33,35,37,26,31,20,6,2,4,1,1,3,1500,1612,2171,1476,1903,1636,4,6,4,4,4,1
Keko,26,Málaga CF,ESP - LaLiga,right,172,Spain,W,5,20,36,32,22,18,1,0,6,3,0,0,193,981,2644,2461,1052,1137,0,1,6,5,3,2
Samu García,27,Málaga CF,ESP - LaLiga,right,177,Spain,W,,28,38,26,26,20,,4,5,3,1,0,,1607,2635,1399,1431,604,,2,3,5,1,1
Diego Rolán,24,Málaga CF,ESP - LaLiga,right,177,Uruguay,CF,25,26,38,42,33,18,8,2,16,10,10,3,1598,1729,2659,3074,2046,1175,3,5,4,4,0,0
Borja Bastón,25,Málaga CF,ESP - LaLiga,right,186,Spain,CF,32,33,40,39,20,18,9,10,22,19,1,2,1801,1909,3400,2685,683,1063,0,0,5,4,0,0
Brown Ideye,29,MAAlaga CF,ESP - LaLiga,right,181,Nigeria,CF,40,29,31,36,45,7,21,10,7,13,19,1,3222,1425,1766,2848,3408,478,3,6,2,7,4,0
Adalberto Peñaranda,20,Málaga CF,ESP - LaLiga,right,185,Venezuela,CF,,2,,36,10,13,,0,,8,0,0,,10,,2398,355,808,,0,,5,0,0
Youssef En-Nesyri,20,Málaga CF,ESP - LaLiga,both,189,Morocco,CF,,,,,15,18,,,,,1,2,,,,,373,903,,,,,1,0
Cristhian Stuani,31,Girona FC,ESP - LaLiga,right,184,Uruguay  Italy,CF,34,38,45,39,28,23,7,7,15,11,5,15,2252,2788,2322,2156,1607,1899,4,5,0,1,0,0
Anthony Lozano,24,Girona FC,ESP - LaLiga,right,183,Honduras,CF,17,3,6,33,35,26,1,1,4,10,10,5,1084,144,368,2299,2469,1363,0,0,1,3,3,4
Michael Olunga,23,Girona FC,ESP - LaLiga,,190,Kenya,CF,2,,2,32,9,11,0,,0,13,2,3,87,,180,2121,764,466,0,,0,4,0,1
Takashi Inui,29,SD Eibar,ESP - LaLiga,right,170,Japan,W,34,22,29,31,30,28,6,2,1,3,3,4,2666,1405,1932,1864,2159,2178,8,2,9,7,4,1
Pedro León,31,SD Eibar,ESP - LaLiga,right,183,Spain,W,30,40,29,33,39,4,3,7,2,3,11,0,2363,2987,1756,2026,3108,269,8,5,8,4,6,2
Fabián Orellana,32,SD Eibar,ESP - LaLiga,right,171,Chile,W,33,33,39,38,25,10,0,5,7,7,5,3,1776,2119,3149,3342,1773,628,3,6,7,10,3,1
Iván Alejo,23,SD Eibar,ESP - LaLiga,right,186,Spain,W,,6,21,17,35,14,,4,1,1,3,1,,361,1148,766,2045,816,,0,1,0,2,3
Rubén Peña,26,SD Eibar,ESP - LaLiga,right,170,Spain,W,5,19,31,34,34,21,0,0,1,9,2,0,205,1459,2138,2001,1516,1107,0,0,4,4,2,1
Sergi Enrich,28,SD Eibar,ESP - LaLiga,right,181,Spain,CF,25,39,40,41,40,21,3,10,16,11,12,4,720,2337,3228,2581,2872,1418,0,4,5,9,7,1
Kike,28,SD Eibar,ESP - LaLiga,right,186,Spain,CF,36,44,51,24,27,28,7,23,12,4,9,5,2979,3827,2828,1238,1635,1879,5,5,4,1,3,0
Charles,33,SD Eibar,ESP - LaLiga,right,179,Brazil  Portugal,CF,47,31,31,35,21,26,32,12,4,12,3,6,3757,2432,1367,3007,1135,1479,5,3,4,3,1,1
Alfonso Pedraza,21,Deportivo Alavés,ESP - LaLiga,left,184,Spain,W,,,15,33,37,30,,,1,6,7,4,,,598,2431,2558,2266,,,0,0,8,5
Burgui,24,Deportivo Alavés,ESP - LaLiga,right,184,Spain,W,21,36,37,31,34,18,3,5,7,2,2,1,1230,2079,2802,1256,2101,810,1,4,15,3,4,1
Ibai Gómez,28,Deportivo Alavés,ESP - LaLiga,right,178,Spain,W,46,24,34,9,35,28,5,8,2,0,7,5,2472,1020,1674,339,2111,1975,12,2,4,1,3,5
Hernán Pérez,29,Deportivo Alavés,ESP - LaLiga,right,180,Paraguay  Spain,W,16,27,16,33,35,14,2,3,4,7,4,0,889,1712,1250,2517,1977,588,2,3,4,2,0,0
Munir El Haddadi,22,Deportivo Alavés,ESP - LaLiga,left,175,Spain  Morocco,CF,,21,33,26,39,27,,15,5,8,8,10,,1163,2169,1664,2390,1933,,6,5,7,3,6
John Guidetti,25,Deportivo Alavés,ESP - LaLiga,right,185,Sweden,CF,7,9,35,43,42,20,6,1,15,12,9,2,553,250,1985,1818,2272,1000,1,2,10,1,7,2
Christian Santos,29,Deportivo Alavés,ESP - LaLiga,left,184,Venezuela  Germany,CF,28,2,38,33,27,12,10,0,23,18,5,3,2297,28,2843,2917,1367,484,7,0,10,2,1,0
Rubén Sobrino,25,Deportivo Alavés,ESP - LaLiga,right,185,Spain,CF,19,17,42,14,16,23,1,0,6,2,3,2,1180,440,2388,886,769,1172,2,0,6,3,1,2
Ermedin Demirovic,19,Deportivo Alavés,ESP - LaLiga,right,184,Bosnia-Herzegovina  Germany,CF,,,33,23,27,4,,,18,9,15,3,,,1981,812,2315,192,,,1,2,5,0
Alexander Szymanowski,29,CD Leganés,ESP - LaLiga,left,174,Argentina  Poland,W,39,28,26,49,28,15,10,5,1,13,8,2,2761,2278,1572,3248,2039,1102,6,3,7,11,2,2
José Naranjo,23,CD Leganés,ESP - LaLiga,right,182,Spain,W,5,7,27,38,24,19,1,0,4,16,6,1,349,177,1613,2743,968,813,0,0,1,5,2,2
Nordin Amrabat,30,CD Leganés,ESP - LaLiga,right,179,Morocco  Netherlands,W,43,28,35,29,29,32,1,4,6,0,0,2,1984,1950,2275,1692,2100,1677,10,6,7,1,3,2
Nabil El Zhar,31,CD Leganés,ESP - LaLiga,both,170,Morocco  France,W,38,28,21,32,28,30,3,5,1,2,4,2,2136,1625,921,1873,1850,2076,2,3,2,5,4,0
Omar,30,CD Leganés,ESP - LaLiga,left,176,Spain,W,35,26,38,37,16,19,1,0,0,7,0,0,2447,1371,1602,2571,1048,986,7,1,6,7,3,1
Claudio Beauvue,29,CD Leganés,ESP - LaLiga,right,174,Guadeloupe  France,CF,38,42,52,42,19,27,8,7,27,9,2,3,2835,2758,4308,2366,749,1859,4,3,7,3,2,0
Miguel Ángel Guerrero,27,CD Leganés,ESP - LaLiga,right,180,Spain,CF,26,15,37,25,33,15,9,1,11,2,5,2,1626,347,2738,1215,2280,983,4,0,1,1,1,0
Amath Ndiaye,21,Getafe CF,ESP - LaLiga,right,173,Senegal,W,,,8,,41,29,,,3,,13,2,,,561,,3189,2156,,,2,,4,2
Dani Pacheco,27,Getafe CF,ESP - LaLiga,both,168,Spain  Brazil,W,33,37,25,38,34,8,9,7,0,3,6,0,2793,2350,1031,2562,2534,120,11,8,1,7,3,0
Álvaro Jiménez,22,Getafe CF,ESP - LaLiga,right,176,Spain,W,,10,28,33,37,14,,2,8,1,2,1,,577,2091,1905,2496,676,,0,4,9,2,1
Loïc Rémy,31,Getafe CF,ESP - LaLiga,right,185,France  Martinique,CF,37,27,29,20,8,18,9,14,9,3,0,6,2226,2108,1228,615,283,933,1,3,2,1,0,0
Ángel Rodríguez,30,Getafe CF,ESP - LaLiga,right,171,Spain,CF,35,15,16,36,39,25,7,2,0,12,21,11,1714,546,536,2541,3490,1645,1,0,1,1,4,2
Jorge Molina,35,Getafe CF,ESP - LaLiga,right,188,Spain,CF,38,43,36,26,44,27,14,12,20,1,22,7,2591,2926,2310,1023,3614,2160,4,3,8,1,8,3
José Luis Morales,30,Levante UD,ESP - LaLiga,right,180,Spain,W,7,40,36,36,40,29,1,3,3,7,4,7,630,2836,2793,2741,3087,2432,0,5,1,6,4,5
Fahad Al-Muwallad,23,Levante UD,ESP - LaLiga,right,167,Saudi Arabia,W,10,18,23,31,24,11,3,4,8,3,14,4,797,1604,1841,2540,2143,846,0,3,1,10,4,2
Ivi,23,Levante UD,ESP - LaLiga,right,174,Spain,W,,34,36,38,35,27,,8,3,9,14,5,,2446,2318,3102,3025,1563,,0,1,1,7,3
Jason,23,Levante UD,ESP - LaLiga,right,178,Spain,W,,26,24,22,39,22,,3,5,2,10,1,,1385,1548,923,2794,1628,,0,0,1,1,1
Roger Martí,27,Levante UD,ESP - LaLiga,right,179,Spain,CF,25,37,19,37,38,8,8,12,6,9,23,1,1106,2739,1356,2246,3325,357,1,2,3,2,5,0
Emmanuel Boateng,21,Levante UD,ESP - LaLiga,right,175,Ghana,CF,,,27,31,33,25,,,2,3,10,2,,,1447,1295,2021,1325,,,2,3,9,1
Alex Alegría,25,Levante UD,ESP - LaLiga,right,190,Spain,CF,10,,36,42,27,9,1,,14,12,3,0,645,,2949,2810,1611,632,1,,0,2,2,0
Giampaolo Pazzini,33,Levante UD,ESP - LaLiga,right,180,Italy,CF,37,21,28,31,37,25,16,3,5,6,23,5,2166,914,989,1989,3147,1279,2,2,0,2,3,0
Armando Sadiku,26,Levante UD,ESP - LaLiga,right,182,Albania  Bulgaria,CF,35,29,16,37,31,27,22,9,6,17,15,7,3018,1515,488,2437,2262,1309,5,3,1,4,5,4
Jairo Samperio,24,UD Las Palmas,ESP - LaLiga,right,173,Spain,W,40,36,22,33,22,8,10,6,2,8,2,0,2771,2105,1103,2487,1119,480,2,7,5,8,2,0
Hernán Toledo,22,UD Las Palmas,ESP - LaLiga,right,180,Argentina,W,,,6,13,15,16,,,0,1,2,1,,,408,1104,764,684,,,0,4,0,2
Nacho Gil,22,UD Las Palmas,ESP - LaLiga,right,170,Spain,W,,1,32,26,37,18,,0,5,3,8,0,,90,2052,1833,3002,936,,0,0,0,1,2
Momo,35,UD Las Palmas,ESP - LaLiga,left,179,Spain,W,47,33,31,28,25,10,5,5,7,2,3,2,3163,2302,1568,1725,1327,543,7,3,7,3,0,1
Jonathan Calleri,24,UD Las Palmas,ESP - LaLiga,right,181,Argentina  Italy,CF,3,36,45,17,21,31,1,7,19,12,1,10,264,2341,3097,1249,881,2607,0,2,10,0,2,2
Emmanuel Emenike,30,UD Las Palmas,ESP - LaLiga,right,182,Nigeria,CF,23,35,35,27,27,10,8,15,5,9,8,4,1616,2450,2311,1635,1445,510,3,9,8,2,5,0
Imoh Ezekiel,24,UD Las Palmas,ESP - LaLiga,right,178,Nigeria,CF,34,48,29,29,19,15,16,15,12,3,5,0,2361,3363,2282,1423,1515,329,10,12,3,5,3,0
Justin Kluivert,18,Ajax Amsterdam,NLD - Eredivisie,both,171,Netherlands  Suriname,W,,,1,5,42,29,,,0,0,10,7,,,90,173,2726,2089,,,0,3,18,4
Amin Younes,24,Ajax Amsterdam,NLD - Eredivisie,both,168,Germany  Lebanon,W,24,14,18,39,48,18,2,0,2,9,7,3,1400,169,871,2559,3862,1272,4,2,2,10,13,3
Dennis Johnsen,20,Ajax Amsterdam,NLD - Eredivisie,right,185,Norway,W,,,,12,32,22,,,,2,12,4,,,,718,2549,1564,,,,0,3,2
David Neres,21,Ajax Amsterdam,NLD - Eredivisie,left,175,Brazil,W,,,,8,16,31,,,,3,5,11,,,,620,855,2351,,,,0,4,12
Vaclav Cerny,20,Ajax Amsterdam,NLD - Eredivisie,left,179,Czech Republic,W,,2,34,34,38,8,,0,14,9,16,2,,108,2542,2257,2790,435,,0,4,8,10,3
Kasper Dolberg,20,Ajax Amsterdam,NLD - Eredivisie,right,187,Denmark,CF,,,3,22,48,25,,,0,8,23,8,,,72,1783,3368,1597,,,0,1,8,2
Mateo Cassierra,20,Ajax Amsterdam,NLD - Eredivisie,right,184,Colombia,CF,,,19,24,46,25,,,7,6,15,15,,,1233,1567,2448,1982,,,2,1,5,6
Klaas-Jan Huntelaar,34,Ajax Amsterdam,NLD - Eredivisie,right,186,Netherlands,CF,35,21,37,40,24,25,16,14,14,16,5,10,2880,1685,3190,3166,1130,1631,6,2,4,6,1,7
Hirving Lozano,22,PSV Eindhoven,NLD - Eredivisie,right,175,Mexico,W,,16,40,47,37,27,,2,9,12,18,15,,873,3217,3884,2980,2217,,4,7,10,7,10
Steven Bergwijn,20,PSV Eindhoven,NLD - Eredivisie,right,178,Netherlands  Suriname,W,,3,18,30,37,30,,0,4,10,4,7,,130,1228,1928,1673,1892,,0,4,4,3,8
Gastón Pereiro,22,PSV Eindhoven,NLD - Eredivisie,left,188,Uruguay,W,0,21,25,39,38,26,0,5,7,14,11,6,0,1336,1782,1743,2632,1572,0,5,4,3,4,4
Albert Gudmundsson,20,PSV Eindhoven,NLD - Eredivisie,right,177,Iceland,W,1,2,24,31,34,20,0,0,3,5,18,7,5,180,1697,2198,2637,1003,0,0,2,6,4,9
Maximiliano Romero,19,PSV Eindhoven,NLD - Eredivisie,right,179,Argentina,CF,,,0,11,18,10,,,0,3,1,4,,,0,551,733,886,,,0,0,1,1
Luuk de Jong,27,PSV Eindhoven,NLD - Eredivisie,right,188,Netherlands,CF,31,26,45,44,39,29,8,0,26,32,9,11,2023,791,3930,3849,3388,2167,4,1,14,12,9,9
Sam Lammers,20,PSV Eindhoven,NLD - Eredivisie,both,189,Netherlands,CF,,,19,42,44,20,,,7,13,21,10,,,1645,3136,3248,1298,,,7,9,5,3
Donyell Malen,19,PSV Eindhoven U21,NLD - Eredivisie,right,,Netherlands,CF,,,1,20,35,23,,,0,6,12,8,,,90,1146,2512,1392,,,0,2,7,2
Sam Larsson,24,Feyenoord Rotterdam,NLD - Eredivisie,right,180,Sweden,W,37,20,31,37,36,27,8,2,8,6,9,7,2701,1654,2667,3265,2770,1588,12,5,6,9,16,5
Jean-Paul Boëtius,23,Feyenoord Rotterdam,NLD - Eredivisie,right,178,Netherlands  Suriname,W,26,33,44,19,29,33,6,11,5,4,8,4,1885,2318,2556,978,1732,2224,5,10,4,1,6,7
Cheick Toure,17,Feyenoord Rotterdam,NLD - Eredivisie,,167,Netherlands  Guinea,W,,,,,7,25,,,,,0,3,,,,,386,1721,,,,,0,4
Steven Berghuis,26,Feyenoord Rotterdam,NLD - Eredivisie,left,182,Netherlands,W,44,48,25,11,38,37,5,14,11,0,8,17,2398,2968,1892,317,2547,3060,2,11,6,2,7,13
Bilal Basacikoglu,22,Feyenoord Rotterdam,NLD - Eredivisie,right,173,Turkey  Netherlands,W,32,35,29,41,38,19,0,8,3,4,4,2,2321,2688,1526,2083,1590,889,2,6,5,7,7,4
Nicolai Jörgensen,27,Feyenoord Rotterdam,NLD - Eredivisie,right,190,Denmark,CF,36,24,37,40,42,29,12,8,12,19,25,10,2508,1701,2756,3336,3420,2319,8,5,2,7,17,3
Robin van Persie,34,Feyenoord Rotterdam,NLD - Eredivisie,left,183,Netherlands,CF,48,28,31,48,35,13,30,18,12,22,14,3,3696,2081,2346,2937,2031,481,15,3,3,3,4,0
Dylan Vente,18,Feyenoord Rotterdam,NLD - Eredivisie,right,184,Netherlands,CF,,,,,31,27,,,,,20,9,,,,,2593,1751,,,,,1,2
Oussama Idrissi,22,AZ Alkmaar,NLD - Eredivisie,right,183,Netherlands  Morocco,W,,17,29,31,31,25,,1,4,12,5,9,,1332,2017,2013,1695,1556,,1,1,8,4,6
Alireza Jahanbakhsh,24,AZ Alkmaar,NLD - Eredivisie,both,180,Iran,W,28,39,31,30,43,31,8,9,13,3,12,13,2264,2263,2644,2113,3289,2655,0,5,18,7,10,13
Calvin Stengs,19,AZ Alkmaar,NLD - Eredivisie,left,182,Netherlands  Suriname,W,,,,20,35,1,,,,1,9,0,,,,869,2751,8,,,,0,11,0
Wout Weghorst,25,AZ Alkmaar,NLD - Eredivisie,right,197,Netherlands,CF,30,35,40,39,49,30,8,13,10,15,18,20,1878,1389,3008,3358,3351,2672,0,0,9,0,5,6
Ondrej Mihálik,20,AZ Alkmaar,NLD - Eredivisie,right,188,Czech Republic,CF,,,3,15,27,21,,,0,2,7,5,,,24,570,1563,920,,,0,0,1,0
Myron Boadu,17,AZ Alkmaar,NLD - Eredivisie,both,180,Netherlands  Ghana,CF,,,,,22,,,,,,13,,,,,,1679,,,,,,0,
Ferdy Druijf,20,AZ Alkmaar,NLD - Eredivisie,right,190,Netherlands,CF,,,5,19,34,17,,,2,14,22,6,,,145,1379,2366,1184,,,0,1,2,0
Patrick Joosten,21,FC Utrecht,NLD - Eredivisie,right,185,Netherlands,W,,3,19,31,21,3,,0,0,4,1,2,,193,1142,1901,1234,130,,0,0,3,2,0
Gyrano Kerk,22,FC Utrecht,NLD - Eredivisie,right,175,Netherlands  Suriname,W,13,7,24,36,31,31,0,0,10,7,11,6,1004,549,1800,3095,2271,2425,0,0,4,9,7,6
Bilal Ould-Chikh,20,FC Utrecht,NLD - Eredivisie,left,170,Morocco  Netherlands,W,7,14,29,12,,14,0,2,1,0,,1,453,1039,1432,313,,835,0,1,4,0,,0
Jean-Christophe Bahebeck,24,FC Utrecht,NLD - Eredivisie,right,182,France  Cameroon,CF,33,21,24,24,15,7,6,2,3,3,4,3,1728,1259,868,1183,822,372,3,1,5,0,1,1
Cyriel Dessers,23,FC Utrecht,NLD - Eredivisie,both,185,Belgium  Nigeria,CF,,2,29,11,40,29,,0,7,0,29,10,,28,975,222,3390,1626,,0,1,1,13,5
Simon Makienok,27,FC Utrecht,NLD - Eredivisie,right,201,Denmark,CF,33,25,11,37,29,2,15,13,3,5,6,0,2606,1860,661,2152,1033,180,4,4,0,3,3,0
Lukas Görtler,23,FC Utrecht,NLD - Eredivisie,right,183,Germany,CF,29,31,28,21,24,22,2,8,11,2,0,2,1563,2541,2163,1107,1296,798,3,6,6,2,1,3
Nick Venema,18,FC Utrecht U21,NLD - Eredivisie,right,181,Netherlands,CF,,,,13,30,23,,,,6,12,9,,,,952,2235,1472,,,,1,2,2
Arber Zeneli,23,SC Heerenveen,NLD - Eredivisie,right,176,Kosovo  Sweden,W,39,42,31,23,38,16,15,19,10,4,7,5,2852,2697,2384,1862,2874,1216,8,7,8,2,6,4
Nemanja Mihajlovic,22,SC Heerenveen,NLD - Eredivisie,right,173,Serbia,W,4,21,26,25,30,22,0,0,2,10,2,5,41,846,1596,2155,1494,1140,0,1,2,17,2,2
Martin Ödegaard,19,SC Heerenveen,NLD - Eredivisie,left,178,Norway,W,,24,13,38,31,24,,5,1,1,4,2,,1527,757,2726,2071,2093,,6,1,7,3,2
Marco Rojas,26,SC Heerenveen,NLD - Eredivisie,right,168,New Zealand  Chile,W,27,2,24,29,27,22,15,0,3,3,13,7,2358,67,1402,1811,2291,995,6,0,2,3,8,0
Reza Ghoochannejhad,30,SC Heerenveen,NLD - Eredivisie,left,180,Iran  Netherlands,CF,22,26,9,25,39,27,12,3,2,4,22,7,1373,1403,352,1114,3354,1838,5,1,0,1,3,1
Henk Veerman,27,SC Heerenveen,NLD - Eredivisie,right,201,Netherlands,CF,20,39,51,39,32,32,15,15,24,16,13,9,1554,2026,2962,2380,925,1447,0,1,8,7,0,3
Bryan Linssen,27,Vitesse Arnhem,NLD - Eredivisie,right,170,Netherlands,W,39,34,37,41,31,33,10,13,12,6,11,13,3010,2963,2929,2601,2161,2869,3,0,10,6,1,5
Lars ten Teije,19,Vitesse Arnhem U21,NLD - Eredivisie,,,Netherlands,W,,,5,26,30,19,,,0,9,8,4,,,450,2191,2389,1627,,,0,5,5,0
Roy Beerens,30,Vitesse Arnhem,NLD - Eredivisie,,173,Netherlands,W,41,51,29,3,43,26,5,5,5,0,7,2,3291,4241,2274,187,3407,1570,9,7,1,0,3,3
Mitchell van Bergen,18,Vitesse Arnhem,NLD - Eredivisie,right,170,Netherlands,W,,,,19,27,22,,,,3,1,4,,,,1437,1086,1468,,,,4,5,1
Tim Matavz,29,Vitesse Arnhem,NLD - Eredivisie,right,188,Slovenia,CF,39,24,17,24,21,30,20,4,3,0,5,10,2505,1335,603,1284,1579,2330,11,3,1,1,3,2
Luc Castaignos,25,Vitesse Arnhem,NLD - Eredivisie,right,188,Netherlands  France,CF,51,31,35,21,14,31,16,14,14,5,0,3,3715,2639,2794,1028,430,1157,6,5,0,3,0,1
Mimoun Mahi,23,FC Groningen,NLD - Eredivisie,right,181,Morocco  Netherlands,W,43,21,36,20,35,23,9,6,3,8,18,7,2484,1416,1947,833,2747,1812,0,3,4,0,4,5
Ajdin Hrustic,21,FC Groningen,NLD - Eredivisie,left,183,Australia  Bosnia-Herzegovina,W,6,3,22,15,33,17,1,0,4,0,5,5,203,64,1744,1048,2320,969,1,0,1,0,3,1
Uriel Antuna,20,FC Groningen,NLD - Eredivisie,right,174,Mexico,W,,,3,,1,17,,,0,,0,1,,,196,,19,924,,,0,,0,0
Lars Veldwijk,26,FC Groningen,NLD - Eredivisie,,196,South Africa  Netherlands,CF,36,45,14,36,33,20,19,35,0,14,9,4,2921,3807,340,3105,2079,979,6,12,0,9,3,2
Tom van Weert,27,FC Groningen,NLD - Eredivisie,right,181,Netherlands,CF,36,5,36,34,19,26,19,3,16,15,6,6,3112,205,2956,2918,1267,1635,4,0,3,3,1,3
Youness Mokhtar,26,PEC Zwolle,NLD - Eredivisie,right,178,Morocco  Netherlands,W,38,30,39,10,28,29,10,5,7,1,5,8,3175,1806,2789,342,1740,2459,5,10,7,0,3,6
Queensy Menig,22,PEC Zwolle,NLD - Eredivisie,right,174,Netherlands  Suriname,W,22,20,35,37,34,23,1,7,12,6,9,1,1732,1653,2545,2675,2802,794,1,2,7,0,1,2
Terell Ondaan,24,PEC Zwolle,NLD - Eredivisie,,175,Netherlands  Suriname,W,16,38,36,14,32,31,4,10,4,1,2,7,614,3022,2065,729,1436,1372,2,7,5,0,0,2
Younes Namli,23,PEC Zwolle,NLD - Eredivisie,left,180,Denmark  Morocco,W,0,30,39,8,29,30,0,2,7,1,3,6,0,1658,2405,441,1845,2554,0,1,3,2,2,6
Athanasios Karagounis,26,PEC Zwolle,NLD - Eredivisie,both,177,Greece,W,30,29,7,,14,6,5,4,1,,1,1,1249,1680,301,,718,364,0,5,0,,1,0
Piotr Parzyszek,24,PEC Zwolle,NLD - Eredivisie,both,191,Poland  Netherlands,CF,40,22,32,28,39,21,18,16,11,7,25,4,2788,1889,1938,1126,3461,1174,5,3,0,0,6,3
Stef Nijland,29,PEC Zwolle,NLD - Eredivisie,both,187,Netherlands,CF,16,32,40,30,15,19,3,8,13,10,2,4,1010,1685,1939,1510,448,775,0,1,6,3,0,3
Oussama Assaidi,29,FC Twente Enschede,NLD - Eredivisie,right,175,Morocco  Netherlands,W,14,26,38,1,6,24,0,5,3,0,1,8,717,1554,2009,29,265,1891,1,5,4,0,0,3
Adnane Tighadouini,25,FC Twente Enschede,NLD - Eredivisie,both,180,Morocco  Netherlands,W,26,14,39,19,32,21,7,2,16,1,7,4,1736,556,3192,704,1926,930,9,1,3,0,2,0
Dylan George,19,FC Twente Enschede,NLD - Eredivisie,right,,Netherlands,W,,,,19,30,14,,,,4,8,3,,,,1149,2140,990,,,,0,1,0
Luciano Slagveer,24,FC Twente Enschede,NLD - Eredivisie,right,179,Netherlands  Suriname,W,33,35,38,39,38,20,16,6,12,7,8,1,2425,2003,3306,2754,1856,972,1,5,4,7,6,1
Tom Boere,25,FC Twente Enschede,NLD - Eredivisie,right,185,Netherlands,CF,0,18,34,19,39,31,0,4,9,3,34,7,0,1176,2436,976,3434,2405,0,0,5,1,6,5
